"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","reserved_room_type","customer_type","adr","total_of_special_requests"
"Resort Hotel",0,1,2016,"September",36,3,0,1,2,0,0,"BB","Direct","D","Transient",154,1
"Resort Hotel",0,16,2016,"September",36,2,0,2,2,0,0,"BB","Direct","G","Transient",209.1,1
"Resort Hotel",0,1,2016,"September",36,3,0,1,2,0,0,"BB","Online TA","D","Transient",164,0
"Resort Hotel",0,50,2016,"August",36,31,1,4,2,0,0,"BB","Direct","G","Transient",239,0
"Resort Hotel",0,61,2016,"September",36,3,1,1,2,0,0,"BB","Online TA","E","Transient",181,1
"Resort Hotel",0,237,2016,"September",37,4,1,0,3,0,0,"BB","Direct","E","Transient",157,2
"Resort Hotel",0,211,2016,"September",36,3,1,1,2,0,1,"BB","Online TA","E","Transient",94.4,2
"Resort Hotel",0,228,2016,"September",36,2,2,2,2,0,0,"BB","Direct","E","Transient",111.75,0
"Resort Hotel",0,54,2016,"September",37,10,0,1,2,0,0,"BB","Offline TA/TO","A","Transient",138.6,0
"Resort Hotel",0,205,2016,"September",37,8,0,3,2,1,0,"BB","Direct","C","Transient",146.1,0
"Resort Hotel",0,71,2016,"September",38,12,1,1,2,0,0,"BB","Online TA","H","Transient",167,1
"Resort Hotel",0,10,2016,"September",38,13,0,2,2,0,1,"BB","Direct","E","Transient",129,0
"Resort Hotel",0,145,2016,"September",38,15,0,3,2,0,0,"BB","Online TA","A","Transient",131,1
"Resort Hotel",0,55,2016,"September",38,17,2,1,4,0,0,"BB","Direct","H","Transient",205.67,0
"Resort Hotel",0,35,2016,"September",39,18,2,0,1,0,0,"BB","Online TA","A","Transient",51.94,1
"Resort Hotel",0,146,2016,"September",40,29,0,1,2,0,0,"BB","Offline TA/TO","E","Transient-Party",116.1,0
"Resort Hotel",0,146,2016,"September",40,29,0,1,1,0,0,"BB","Offline TA/TO","E","Transient-Party",116.1,0
"Resort Hotel",0,146,2016,"September",40,29,0,1,2,0,0,"BB","Offline TA/TO","E","Transient-Party",116.1,0
"Resort Hotel",0,146,2016,"September",40,29,0,1,2,0,0,"BB","Offline TA/TO","E","Transient-Party",116.1,0
"Resort Hotel",0,146,2016,"September",40,29,0,1,2,0,0,"BB","Offline TA/TO","E","Transient-Party",116.1,0
"Resort Hotel",0,146,2016,"September",40,29,0,1,2,0,0,"BB","Offline TA/TO","E","Transient-Party",116.1,0
"Resort Hotel",0,0,2016,"September",40,30,0,1,1,0,0,"BB","Online TA","D","Transient",136,1
"Resort Hotel",0,12,2016,"October",40,1,0,1,2,0,0,"BB","Direct","E","Transient",146,0
"Resort Hotel",0,12,2016,"October",41,2,1,0,2,0,0,"BB","Direct","G","Transient",198,0
"Resort Hotel",0,0,2016,"October",41,4,0,1,2,0,0,"BB","Online TA","A","Transient",69.49,2
"Resort Hotel",0,0,2016,"October",41,5,0,1,2,0,0,"BB","Direct","D","Transient",105,0
"Resort Hotel",0,0,2016,"October",41,3,1,2,2,0,0,"BB","Direct","E","Transient",124,0
"Resort Hotel",0,59,2016,"October",41,5,0,1,2,0,0,"BB","Direct","E","Transient",89.1,0
"Resort Hotel",0,17,2016,"October",41,7,0,2,2,2,0,"BB","Online TA","G","Transient",161,0
"Resort Hotel",0,100,2016,"October",41,6,1,3,2,0,0,"BB","Direct","G","Transient",158.1,0
"Resort Hotel",0,12,2016,"October",42,10,1,1,2,0,0,"BB","Online TA","A","Transient",66,2
"Resort Hotel",0,2,2016,"October",42,11,0,1,1,0,0,"BB","Online TA","A","Transient",46.96,1
"Resort Hotel",0,0,2016,"October",42,11,0,2,2,0,0,"BB","Direct","E","Transient",96,0
"Resort Hotel",0,0,2016,"October",42,15,0,0,2,0,0,"BB","Direct","D","Transient",0,0
"Resort Hotel",0,68,2016,"October",43,16,1,0,2,0,0,"BB","Offline TA/TO","A","Transient",54,0
"Resort Hotel",0,3,2016,"October",42,15,2,1,2,0,0,"BB","Online TA","D","Transient",90,2
"Resort Hotel",0,2,2016,"October",43,17,1,1,2,0,0,"BB","Online TA","A","Transient",42.65,0
"Resort Hotel",0,1,2016,"October",43,19,0,1,2,0,0,"BB","Online TA","A","Group",42.65,0
"Resort Hotel",0,28,2016,"October",43,18,0,2,2,0,0,"BB","Online TA","A","Transient",43.89,1
"Resort Hotel",0,28,2016,"October",43,18,0,2,2,0,0,"BB","Online TA","A","Transient",43.89,1
"Resort Hotel",0,28,2016,"October",43,18,0,2,2,0,0,"BB","Online TA","A","Transient",43.89,1
"Resort Hotel",0,28,2016,"October",43,18,0,2,2,0,0,"BB","Online TA","A","Transient",43.89,1
"Resort Hotel",0,28,2016,"October",43,18,0,2,2,0,0,"BB","Online TA","A","Transient",43.89,1
"Resort Hotel",0,0,2016,"October",44,26,0,2,2,0,0,"BB","Online TA","A","Transient",50.18,0
"Resort Hotel",0,0,2016,"November",45,2,0,3,2,0,0,"BB","Direct","F","Transient",96,0
"Resort Hotel",0,108,2016,"October",45,31,1,5,2,0,0,"BB","Online TA","E","Transient",51.47,0
"Resort Hotel",0,25,2016,"November",46,10,0,2,2,0,0,"HB","Online TA","D","Transient",100,1
"Resort Hotel",0,13,2016,"November",46,7,1,4,2,0,0,"BB","Offline TA/TO","D","Transient",37,0
"Resort Hotel",0,51,2016,"November",46,11,0,2,3,0,0,"BB","Online TA","H","Transient",93,1
"Resort Hotel",0,113,2016,"November",47,13,2,4,2,0,0,"BB","Online TA","D","Transient",37.71,1
"Resort Hotel",0,54,2016,"November",47,19,2,3,2,0,0,"BB","Offline TA/TO","A","Transient",29,0
"Resort Hotel",0,0,2016,"December",49,1,0,1,2,0,0,"BB","Online TA","E","Transient",63,0
"Resort Hotel",0,1,2016,"December",49,3,0,1,2,0,0,"BB","Direct","A","Transient",66,0
"Resort Hotel",0,155,2016,"December",50,5,2,5,2,0,0,"BB","Online TA","E","Transient",61.8,2
"Resort Hotel",0,0,2016,"December",51,12,1,0,2,0,0,"BB","Online TA","A","Transient",41.11,1
"Resort Hotel",0,16,2016,"December",51,16,0,1,1,0,0,"BB","Offline TA/TO","D","Transient",42,0
"Resort Hotel",0,5,2016,"December",52,18,1,0,2,0,0,"BB","Online TA","A","Transient",35.11,1
"Resort Hotel",0,35,2016,"December",52,19,1,1,1,0,0,"BB","Offline TA/TO","A","Transient",30,0
"Resort Hotel",0,0,2016,"December",52,20,0,1,2,0,0,"BB","Direct","A","Transient",90,0
"Resort Hotel",0,36,2016,"December",53,27,0,1,2,0,0,"BB","Direct","F","Transient",75,0
"Resort Hotel",0,16,2016,"December",53,29,0,1,1,0,0,"BB","Online TA","A","Transient",60,1
"Resort Hotel",0,10,2016,"December",53,31,0,1,2,2,0,"BB","Online TA","G","Transient",180,0
"Resort Hotel",0,1,2017,"January",1,4,0,2,2,0,0,"BB","Direct","E","Transient",64,1
"Resort Hotel",0,54,2016,"December",53,30,2,6,2,2,0,"BB","Online TA","G","Transient",215.25,0
"Resort Hotel",0,0,2017,"January",2,8,1,0,2,0,0,"BB","Online TA","A","Transient",34.44,0
"Resort Hotel",0,0,2017,"January",2,9,1,0,2,0,0,"BB","Online TA","A","Transient",30.99,0
"Resort Hotel",0,12,2017,"January",2,12,0,2,2,0,0,"BB","Online TA","A","Transient-Party",48,2
"Resort Hotel",0,0,2017,"January",4,25,0,1,1,0,0,"BB","Online TA","A","Transient",4,0
"Resort Hotel",0,1,2017,"January",4,25,0,3,1,0,0,"BB","Online TA","A","Transient",31.45,1
"Resort Hotel",0,17,2017,"January",4,26,0,3,2,0,0,"BB","Online TA","A","Transient",48,1
"Resort Hotel",0,80,2017,"January",5,30,1,1,2,0,0,"BB","Online TA","D","Transient",69,0
"Resort Hotel",0,1,2017,"February",5,3,0,1,2,0,0,"BB","Online TA","F","Transient",56.21,1
"Resort Hotel",0,56,2017,"January",5,31,0,4,1,0,0,"BB","Online TA","A","Transient",29.6,0
"Resort Hotel",0,0,2017,"February",6,10,0,1,2,0,0,"BB","Direct","E","Transient",68,0
"Resort Hotel",0,22,2017,"February",7,12,1,0,2,2,0,"BB","Online TA","C","Transient",73.06,1
"Resort Hotel",0,0,2017,"February",7,14,0,2,2,0,0,"BB","Online TA","A","Transient",52.35,1
"Resort Hotel",0,27,2017,"February",7,14,0,2,2,2,0,"BB","Online TA","G","Transient",95,1
"Resort Hotel",0,0,2017,"February",7,16,0,1,2,0,0,"BB","Direct","D","Transient",68,0
"Resort Hotel",0,1,2017,"February",7,17,0,2,2,0,0,"BB","Online TA","D","Transient",68,1
"Resort Hotel",0,24,2017,"February",8,19,1,0,2,0,0,"BB","Corporate","D","Transient-Party",48,0
"Resort Hotel",0,21,2017,"February",8,20,1,0,2,0,0,"BB","Offline TA/TO","E","Transient",74,0
"Resort Hotel",0,65,2017,"February",7,16,2,3,2,0,0,"BB","Online TA","A","Transient",48,1
"Resort Hotel",0,88,2017,"February",8,25,1,1,2,2,0,"BB","Online TA","G","Transient",89,1
"Resort Hotel",0,88,2017,"February",8,25,1,1,2,2,0,"BB","Online TA","G","Transient",82,1
"Resort Hotel",0,88,2017,"February",8,25,1,1,2,2,0,"BB","Online TA","G","Transient",89,1
"Resort Hotel",0,19,2017,"February",9,26,1,0,2,0,0,"HB","Online TA","F","Transient",87.85,1
"Resort Hotel",0,53,2017,"February",8,25,2,3,2,2,0,"BB","Online TA","G","Transient",90.4,2
"Resort Hotel",0,53,2017,"February",8,25,2,3,2,0,0,"BB","Online TA","E","Transient",72.4,2
"Resort Hotel",0,13,2017,"March",10,5,2,0,2,0,0,"BB","Online TA","E","Transient",87,0
"Resort Hotel",0,77,2017,"March",10,10,0,1,2,0,0,"BB","Offline TA/TO","E","Transient",50,0
"Resort Hotel",0,9,2017,"March",10,10,0,1,2,0,0,"BB","Online TA","A","Transient-Party",65,2
"Resort Hotel",0,0,2017,"March",12,19,1,0,2,0,0,"BB","Direct","F","Transient-Party",100,0
"Resort Hotel",0,0,2017,"March",12,19,1,0,2,0,0,"BB","Direct","F","Transient-Party",100,0
"Resort Hotel",0,241,2017,"March",12,21,2,5,2,0,0,"BB","Groups","D","Transient-Party",41.6,0
"Resort Hotel",0,0,2017,"March",13,28,0,1,2,0,0,"BB","Direct","F","Transient",100,0
"Resort Hotel",0,0,2017,"March",13,28,0,1,2,0,0,"BB","Direct","F","Transient",100,0
"Resort Hotel",0,63,2017,"April",14,6,0,2,2,0,0,"BB","Online TA","A","Transient",60,2
"Resort Hotel",0,151,2017,"April",14,4,0,5,1,0,0,"BB","Groups","A","Transient-Party",42,0
"Resort Hotel",0,14,2017,"April",14,6,0,3,2,0,0,"BB","Direct","E","Transient",110,0
"Resort Hotel",0,0,2017,"April",14,8,0,1,2,0,0,"BB","Online TA","E","Transient",110,2
"Resort Hotel",0,21,2017,"April",15,11,0,1,2,0,0,"BB","Online TA","E","Transient",99,1
"Resort Hotel",0,0,2017,"April",16,17,1,0,2,0,0,"BB","Direct","D","Transient",98,0
"Resort Hotel",0,0,2017,"April",16,18,0,2,2,0,0,"BB","Direct","A","Transient",91,0
"Resort Hotel",0,0,2017,"April",16,19,0,1,2,0,0,"BB","Online TA","A","Transient",80.75,0
"Resort Hotel",0,84,2017,"April",16,18,1,5,1,0,0,"BB","Direct","E","Transient-Party",114.6,0
"Resort Hotel",0,85,2017,"April",16,19,1,4,2,0,0,"BB","Direct","E","Transient-Party",74.6,1
"Resort Hotel",0,0,2017,"April",16,20,1,3,2,0,0,"BB","Direct","A","Transient",74.6,0
"Resort Hotel",0,1,2017,"April",17,29,0,1,2,0,0,"BB","Direct","E","Transient",107,0
"Resort Hotel",0,96,2017,"May",19,7,2,0,2,0,0,"BB","Online TA","E","Transient-Party",111.25,1
"Resort Hotel",0,35,2017,"May",18,5,2,2,2,0,0,"BB","Online TA","G","Transient",139.4,1
"Resort Hotel",0,96,2017,"May",19,7,2,0,2,0,0,"BB","Online TA","E","Transient-Party",118.25,1
"Resort Hotel",0,42,2017,"May",19,12,0,2,2,0,0,"BB","Online TA","D","Transient-Party",106,1
"Resort Hotel",0,319,2017,"May",19,12,2,2,2,0,1,"BB","Online TA","A","Transient",55.5,3
"Resort Hotel",0,12,2017,"May",20,16,0,2,2,0,0,"BB","Online TA","A","Transient",85,1
"Resort Hotel",0,106,2017,"May",19,12,2,5,1,0,0,"BB","Online TA","F","Transient",96.25,0
"Resort Hotel",0,120,2017,"May",20,15,1,4,2,0,0,"BB","Online TA","D","Transient",100,2
"Resort Hotel",0,93,2017,"May",20,18,0,3,2,0,0,"BB","Online TA","C","Transient",123,2
"Resort Hotel",0,25,2017,"May",21,23,0,1,2,0,0,"BB","Online TA","D","Transient",76,1
"Resort Hotel",0,8,2017,"May",21,23,0,1,1,0,0,"BB","Online TA","E","Transient",72,1
"Resort Hotel",0,1,2017,"May",21,24,0,1,1,0,0,"BB","Direct","A","Transient",80,0
"Resort Hotel",0,203,2017,"May",21,25,0,3,2,0,0,"BB","Groups","A","Transient-Party",55,0
"Resort Hotel",0,39,2017,"May",21,26,1,2,2,0,0,"BB","Online TA","C","Transient",111,1
"Resort Hotel",0,1,2017,"June",22,2,0,2,2,0,0,"BB","Online TA","A","Transient",103,1
"Resort Hotel",0,10,2017,"May",22,28,1,0,3,1,0,"HB","Online TA","H","Transient",178.2,1
"Resort Hotel",0,9,2017,"May",21,27,2,1,1,1,0,"HB","Online TA","E","Transient",140.98,1
"Resort Hotel",0,2,2017,"May",22,28,2,0,2,0,0,"HB","Online TA","E","Transient",159,0
"Resort Hotel",0,32,2017,"May",21,27,2,2,2,2,0,"BB","Direct","G","Transient",165,1
"Resort Hotel",0,112,2017,"May",22,28,2,1,2,0,0,"BB","Online TA","E","Transient",117,1
"Resort Hotel",0,83,2017,"June",22,2,0,2,2,0,0,"BB","Online TA","A","Transient",137,2
"Resort Hotel",0,110,2017,"June",22,2,0,2,2,0,0,"BB","Online TA","E","Transient",107.8,0
"Resort Hotel",0,0,2017,"June",22,1,0,3,2,0,0,"BB","Online TA","D","Transient",94.41,1
"Resort Hotel",0,130,2017,"June",22,1,1,3,1,0,0,"BB","Online TA","A","Transient",122,1
"Resort Hotel",0,83,2017,"June",23,7,0,1,2,0,0,"BB","Online TA","A","Transient",96,1
"Resort Hotel",0,50,2017,"June",23,8,0,1,2,0,0,"BB","Direct","E","Transient",165,0
"Resort Hotel",0,21,2017,"June",24,13,0,1,2,0,0,"BB","Online TA","A","Transient",140,1
"Resort Hotel",0,17,2017,"June",24,15,0,2,2,2,0,"BB","Online TA","G","Transient",234,2
"Resort Hotel",0,146,2017,"June",24,15,0,2,2,0,0,"BB","Online TA","E","Transient-Party",154,1
"Resort Hotel",0,146,2017,"June",24,15,0,2,2,0,0,"BB","Online TA","E","Transient-Party",142,1
"Resort Hotel",0,146,2017,"June",24,15,0,2,2,0,0,"BB","Online TA","E","Transient-Party",140,1
"Resort Hotel",0,1,2017,"June",25,21,0,2,2,0,0,"BB","Online TA","A","Transient",92.82,0
"Resort Hotel",0,57,2017,"June",25,20,0,3,2,0,0,"HB","Online TA","G","Transient-Party",288,2
"Resort Hotel",0,57,2017,"June",25,20,0,3,2,2,0,"HB","Online TA","C","Transient-Party",248,2
"Resort Hotel",0,33,2017,"June",25,20,0,3,2,0,0,"BB","Online TA","C","Transient-Party",189.33,1
"Resort Hotel",0,33,2017,"June",25,20,0,3,2,2,0,"BB","Online TA","C","Transient-Party",180,1
"Resort Hotel",0,247,2017,"June",25,22,1,3,3,0,0,"HB","Online TA","H","Transient",212,1
"Resort Hotel",0,19,2017,"June",25,24,1,1,2,0,0,"BB","Direct","E","Transient",155,2
"Resort Hotel",0,104,2017,"June",25,21,2,5,1,0,0,"BB","Online TA","A","Transient",111,1
"Resort Hotel",0,64,2017,"June",25,21,2,5,2,0,0,"HB","Online TA","A","Transient",194,1
"Resort Hotel",0,44,2017,"June",25,24,2,2,2,0,0,"BB","Online TA","A","Transient",130,1
"Resort Hotel",0,112,2017,"June",26,30,0,1,2,1,0,"BB","Online TA","A","Transient",120.9,1
"Resort Hotel",0,28,2017,"July",26,1,0,1,2,0,0,"BB","Online TA","A","Transient",128,1
"Resort Hotel",0,45,2017,"July",26,1,0,1,2,0,0,"BB","Online TA","A","Transient",150,1
"Resort Hotel",0,0,2017,"July",27,2,1,0,2,0,0,"BB","Online TA","A","Transient",117.74,1
"Resort Hotel",0,1,2017,"July",27,3,1,0,2,0,0,"BB","Direct","F","Transient",173,1
"Resort Hotel",0,133,2017,"July",27,3,1,1,2,0,0,"BB","Online TA","E","Transient",170,0
"Resort Hotel",0,159,2017,"July",27,2,2,1,2,0,0,"BB","Online TA","D","Transient",96.25,1
"Resort Hotel",0,72,2017,"July",27,5,0,2,2,0,0,"BB","Online TA","D","Transient",162,1
"Resort Hotel",0,57,2017,"July",27,5,0,3,2,0,0,"BB","Online TA","G","Transient",200,1
"Resort Hotel",0,0,2017,"July",28,9,1,0,1,0,0,"BB","Direct","G","Transient",160,0
"Resort Hotel",0,153,2017,"July",28,9,2,1,2,0,0,"BB","Online TA","A","Transient",120,1
"Resort Hotel",0,10,2017,"July",27,8,2,2,2,0,0,"BB","Direct","D","Transient",177,0
"Resort Hotel",0,21,2017,"July",28,12,0,2,2,0,0,"BB","Direct","A","Transient",167.25,1
"Resort Hotel",0,0,2017,"July",28,13,0,1,2,0,0,"BB","Online TA","D","Transient",96,1
"Resort Hotel",0,164,2017,"July",28,9,2,4,2,0,0,"BB","Online TA","E","Transient",185,1
"Resort Hotel",0,0,2017,"July",28,14,0,1,2,0,0,"BB","Online TA","A","Transient",142,1
"Resort Hotel",0,89,2017,"July",28,13,0,3,2,0,0,"BB","Online TA","D","Transient",201.67,1
"Resort Hotel",0,0,2017,"July",28,15,0,1,2,1,0,"BB","Online TA","A","Transient",147.7,1
"Resort Hotel",0,0,2017,"July",29,16,1,0,3,0,0,"BB","Direct","A","Transient",160,0
"Resort Hotel",0,0,2017,"July",28,15,2,1,2,0,0,"BB","Online TA","D","Transient",168,0
"Resort Hotel",0,0,2017,"July",28,15,2,1,3,0,0,"BB","Online TA","D","Transient",205.33,0
"Resort Hotel",0,33,2017,"July",28,11,2,5,2,0,0,"BB","Direct","F","Transient",241.86,0
"Resort Hotel",0,39,2017,"July",28,15,2,2,1,1,0,"BB","Online TA","A","Transient",204.16,1
"Resort Hotel",0,39,2017,"July",28,15,2,2,2,1,0,"BB","Online TA","A","Transient",220.16,1
"Resort Hotel",0,199,2017,"July",28,15,2,3,2,0,0,"BB","Online TA","A","Transient",150,1
"Resort Hotel",0,32,2017,"July",29,20,0,1,2,0,0,"BB","Online TA","A","Transient",190,1
"Resort Hotel",0,1,2017,"July",29,20,0,1,2,0,0,"BB","Direct","F","Transient",228,1
"Resort Hotel",0,17,2017,"July",29,21,0,2,2,0,0,"BB","Online TA","D","Transient",156.6,1
"Resort Hotel",0,6,2017,"July",29,21,0,2,2,0,0,"BB","Online TA","A","Transient",142.21,1
"Resort Hotel",0,9,2017,"July",29,21,0,2,3,0,0,"BB","Online TA","A","Transient",222,1
"Resort Hotel",0,6,2017,"July",30,25,0,2,2,0,0,"BB","Online TA","E","Transient",231,1
"Resort Hotel",0,0,2017,"July",30,28,1,2,2,0,0,"BB","Online TA","A","Transient",105.31,0
"Resort Hotel",0,0,2017,"July",30,28,1,2,2,0,0,"BB","Online TA","A","Transient",102.73,0
"Resort Hotel",0,281,2017,"July",31,30,2,1,2,2,0,"BB","Online TA","C","Transient",170.24,1
"Resort Hotel",0,60,2017,"July",30,29,2,3,2,0,0,"BB","Direct","F","Transient",270,1
"Resort Hotel",0,76,2017,"August",31,1,0,2,2,0,0,"BB","Online TA","D","Transient",250,3
"Resort Hotel",0,0,2017,"August",31,4,0,0,2,0,0,"BB","Direct","A","Transient",0,0
"Resort Hotel",0,112,2017,"July",31,30,2,3,2,0,0,"BB","Direct","F","Transient",246,1
"Resort Hotel",0,117,2017,"August",31,1,0,4,2,2,0,"BB","Direct","H","Transient",315.5,1
"Resort Hotel",0,29,2017,"August",31,3,0,2,3,0,0,"BB","Online TA","A","Transient",176.4,1
"Resort Hotel",0,3,2017,"August",31,4,0,2,2,0,0,"BB","Online TA","A","Transient",164,1
"Resort Hotel",0,2,2017,"August",32,9,0,1,2,2,0,"BB","Online TA","G","Transient",230,1
"Resort Hotel",0,27,2017,"August",32,8,0,2,1,0,0,"BB","Online TA","E","Transient",232,1
"Resort Hotel",0,27,2017,"August",32,8,0,2,2,0,0,"BB","Online TA","D","Transient",202,1
"Resort Hotel",0,3,2017,"August",32,12,0,1,2,2,0,"BB","Online TA","G","Transient",324,1
"Resort Hotel",0,27,2017,"August",33,13,1,0,2,0,0,"BB","Online TA","A","Transient",181.2,2
"Resort Hotel",0,6,2017,"August",33,14,1,1,2,2,0,"BB","Direct","H","Transient",300,1
"Resort Hotel",0,220,2017,"August",33,13,2,1,2,2,0,"BB","Online TA","C","Transient",252.33,2
"Resort Hotel",0,212,2017,"August",32,11,2,4,2,0,0,"BB","Online TA","E","Transient",203.67,4
"Resort Hotel",0,212,2017,"August",32,11,2,4,2,0,0,"BB","Online TA","E","Transient",203.67,4
"Resort Hotel",0,212,2017,"August",32,11,2,4,2,0,0,"BB","Online TA","E","Transient",217.67,4
"Resort Hotel",0,173,2017,"August",32,11,2,4,2,0,0,"BB","Online TA","D","Transient",200,4
"Resort Hotel",0,5,2017,"August",33,16,0,1,2,0,0,"BB","Online TA","A","Transient",210,2
"Resort Hotel",0,77,2017,"August",33,16,0,2,2,0,0,"BB","Online TA","D","Transient",216,2
"Resort Hotel",0,35,2017,"August",33,16,0,2,2,0,0,"BB","Online TA","F","Transient",222.8,1
"Resort Hotel",0,77,2017,"August",33,16,0,2,2,0,0,"BB","Online TA","D","Transient",200,2
"Resort Hotel",0,19,2017,"August",33,17,0,2,2,0,0,"BB","Online TA","F","Transient",232,1
"Resort Hotel",0,6,2017,"August",33,17,0,2,2,0,0,"BB","Online TA","D","Transient",230,0
"Resort Hotel",0,24,2017,"August",33,18,0,1,2,0,0,"BB","Online TA","D","Transient",250,4
"Resort Hotel",0,176,2017,"August",33,18,0,2,2,2,0,"HB","Direct","G","Transient",279,1
"Resort Hotel",0,28,2017,"August",34,20,2,0,2,0,0,"BB","Online TA","D","Transient",250,1
"Resort Hotel",0,194,2017,"August",33,19,2,2,2,0,0,"BB","Offline TA/TO","A","Transient",125,0
"Resort Hotel",0,64,2017,"August",34,23,0,4,2,0,0,"BB","Direct","E","Transient",265,1
"Resort Hotel",0,49,2017,"August",34,25,1,2,2,0,0,"BB","Online TA","A","Transient",157.99,1
"Resort Hotel",0,30,2017,"August",34,26,1,1,2,0,0,"BB","Online TA","A","Transient",182,1
"Resort Hotel",0,92,2017,"August",34,23,2,4,3,2,0,"BB","Direct","H","Transient",328.33,2
"Resort Hotel",0,125,2017,"August",35,28,1,1,2,0,0,"BB","Online TA","C","Transient",204,1
"Resort Hotel",0,125,2017,"August",35,28,1,1,2,2,0,"BB","Online TA","C","Transient",228.89,1
"Resort Hotel",0,21,2017,"August",35,30,0,2,2,1,0,"BB","Online TA","A","Transient",186,2
"Resort Hotel",0,45,2017,"August",35,31,0,2,2,0,0,"BB","Online TA","D","Transient",214,2
"Resort Hotel",0,126,2017,"August",35,29,0,5,2,0,0,"BB","Direct","E","Transient",240.6,1
"City Hotel",0,0,2015,"August",32,6,0,1,2,0,0,"SC","Online TA","A","Transient",81,0
"City Hotel",0,1,2015,"August",33,10,1,0,2,0,0,"SC","Online TA","A","Contract",96,2
"City Hotel",0,5,2015,"August",33,11,4,15,2,0,0,"BB","Direct","A","Transient",75,2
"City Hotel",0,39,2015,"August",33,14,0,2,1,0,0,"HB","Offline TA/TO","A","Transient-Party",87,0
"City Hotel",0,3,2015,"September",36,5,0,1,2,0,0,"BB","Online TA","A","Contract",143,1
"City Hotel",0,82,2015,"September",36,5,0,1,2,0,0,"BB","Online TA","A","Transient",89.25,2
"City Hotel",0,0,2015,"September",37,7,1,1,2,0,0,"BB","Online TA","A","Contract",133.5,1
"City Hotel",0,52,2015,"September",37,7,1,1,2,0,0,"BB","Online TA","A","Transient",72.76,2
"City Hotel",0,8,2015,"September",37,8,0,2,2,0,0,"BB","Online TA","A","Transient",80.85,2
"City Hotel",0,0,2015,"September",37,9,0,3,2,0,0,"BB","Online TA","A","Contract",152,2
"City Hotel",0,0,2015,"September",37,9,0,3,2,0,0,"BB","Online TA","A","Contract",152,2
"City Hotel",0,17,2015,"September",37,10,0,2,2,0,0,"SC","Online TA","A","Transient",73.92,0
"City Hotel",0,34,2015,"September",37,10,0,3,2,0,0,"BB","Online TA","A","Contract",145.8,2
"City Hotel",0,18,2015,"September",38,15,0,3,2,0,0,"SC","Online TA","A","Transient",73.92,1
"City Hotel",0,12,2015,"September",38,15,2,7,1,0,0,"BB","Direct","A","Transient",130.22,1
"City Hotel",0,12,2015,"September",38,15,2,7,1,0,0,"BB","Direct","A","Transient",130.22,1
"City Hotel",0,15,2015,"September",38,16,0,2,2,0,0,"SC","Online TA","D","Contract",115,2
"City Hotel",0,23,2015,"September",38,16,1,4,2,0,0,"BB","Offline TA/TO","D","Transient",68,1
"City Hotel",0,42,2015,"September",38,16,2,4,1,0,0,"BB","Direct","A","Transient",104.5,0
"City Hotel",0,32,2015,"September",38,18,2,2,1,0,0,"SC","Online TA","A","Contract",141.53,2
"City Hotel",0,41,2015,"September",38,18,2,3,2,0,0,"BB","Online TA","A","Transient",74.4,0
"City Hotel",0,32,2015,"September",39,23,0,4,2,0,0,"BB","Online TA","A","Transient",155.8,1
"City Hotel",0,62,2015,"September",40,27,4,5,2,0,0,"BB","Online TA","A","Contract",131.51,3
"City Hotel",0,42,2015,"September",40,30,0,1,2,0,0,"BB","Online TA","A","Transient",86.4,1
"City Hotel",0,51,2015,"September",40,30,2,6,1,0,0,"BB","Online TA","A","Transient",69.12,1
